path	upstream_mode	upstream_type	upstream_object_id	source_sha256	product_sha256	disposition	modification_reason	ignored_before_tracking_compatibility	ignore_rule_source	final_trackable
README.es.md	100644	blob	af8558513c5d62a126f05237d6c2e1b8cd14b752	EF8CEEA82271A8B72F9B9BC08E4D984A407B9259AFFD68230DC1A626C9E65875	EF8CEEA82271A8B72F9B9BC08E4D984A407B9259AFFD68230DC1A626C9E65875	imported_unmodified		false		true
README.md	100644	blob	ba1322a389207c79032386e4053ac0e69a3c199d	CC1D82F1D07A7817999CB28B67002A717236EA8B4AF0074BE81B4AE1E665EDCD	CC1D82F1D07A7817999CB28B67002A717236EA8B4AF0074BE81B4AE1E665EDCD	imported_unmodified		false		true
README.ur-pk.md	100644	blob	100b7461a02e972acb7700cf2b50f302fe9fee9c	EA2971CEF9BD2D6B3EF7DB931F9001061ADD1CB5C77D542455F94C0515D20DB6	EA2971CEF9BD2D6B3EF7DB931F9001061ADD1CB5C77D542455F94C0515D20DB6	imported_unmodified		false		true
README.zh-CN.md	100644	blob	5ebfe1a7c50da2e9578317463be44f4636ee5dd4	2B829C8A21C4FCB350348F89DB6014171E17E9FBBDC423F0D43F721BE8F00809	2B829C8A21C4FCB350348F89DB6014171E17E9FBBDC423F0D43F721BE8F00809	imported_unmodified		false		true
SECURITY.es.md	100644	blob	30b43716ebbbed44400af81a8abcdf575db033ea	7F5C99A32734599A7ECAA1698563221B2FBC9313C595DBEDBB77DDCFBF4C82CD	7F5C99A32734599A7ECAA1698563221B2FBC9313C595DBEDBB77DDCFBF4C82CD	imported_unmodified		false		true
SECURITY.md	100644	blob	2579c6eaec560e238162b4454fcbe4af2a27cb85	567383F57F408508D4FF27649BF7B6F8723E3B293742C8D912E340791D835C77	567383F57F408508D4FF27649BF7B6F8723E3B293742C8D912E340791D835C77	imported_unmodified		false		true
acp_adapter/__init__.py	100644	blob	b58a27b6018f0e60cfe6dd26f300082f8c1b6e82	C841E4CD574C5AE19003AEBAEE22396DB3CC515DD600934059BBE78958324E98	C841E4CD574C5AE19003AEBAEE22396DB3CC515DD600934059BBE78958324E98	imported_unmodified		false		true
acp_adapter/__main__.py	100644	blob	a6ccd09973578ba2400eff5a24ed98a75beb3cbc	65164332E6D17CB9325248EA8BBDF346E5CED681E6474C6D28F1729BD5C26225	65164332E6D17CB9325248EA8BBDF346E5CED681E6474C6D28F1729BD5C26225	imported_unmodified		false		true
acp_adapter/auth.py	100644	blob	b04a7b7b4082da67f4f1bf59b1c6b7f986f3c9a9	FA19BB0EC30E202E860C742C95E7035417D03CF0933750F0C83D4A4329891F5D	FA19BB0EC30E202E860C742C95E7035417D03CF0933750F0C83D4A4329891F5D	imported_unmodified		false		true
acp_adapter/edit_approval.py	100644	blob	b73325ec0935282ac937e4d422e38c94965421d6	589C4D8D538137249A132358BAD0826316EA6D4E1BDBD6EEC6C7D1AF989B8661	589C4D8D538137249A132358BAD0826316EA6D4E1BDBD6EEC6C7D1AF989B8661	imported_unmodified		false		true
